Cm,Ch,Bm,Bh,T,sR,sG,sB,L,A,B
0.002,0.0149,0.3337,0.5,0.45,238.67,189.032,183.26,80.81061538442331,16.955455005659925,9.708551865417103
0.002,0.0149,0.3337,0.999,0.05,236.183,172.85,144.91,75.9051276668012,19.679437742462337,23.48068142809454
0.002,0.0149,0.3337,0.999,0.1833,238.944,180.498,163.4,78.36879842864946,18.901160392455264,16.958258982606477
0.002,0.0149,0.3337,0.999,0.3167,242.242,187.348,172.89,80.52641450596798,17.746301505100814,14.92486661736172
0.002,0.0149,0.3337,0.999,0.45,242.605,190.498,179.15,81.44832727409202,17.060528945773036,12.871151773478196
0.002,0.0149,0.6663,0.001,0.05,224.456,167.371,156.68,73.62029432598644,19.544496065942553,13.733284863461126
0.002,0.0149,0.6663,0.001,0.1833,228.356,176.29,170.55,76.45899617778747,18.118340638843378,10.239803344314291
0.002,0.0149,0.6663,0.001,0.3167,231.573,183.599,178.69,78.7168617455316,16.569439602198532,9.089070962248314
0.002,0.0149,0.6663,0.001,0.45,234.605,186.823,184.6,79.9224052778988,16.82919714522685,7.6643826639393176
0.002,0.0149,0.6663,0.5,0.05,229.751,168.855,148.75,74.3579999714142,19.77333667632375,19.173022038745646
0.002,0.0149,0.6663,0.5,0.1833,231.701,177.239,165.49,76.9066492222964,18.171699529578312,13.6704688827731
0.002,0.0149,0.6663,0.5,0.3167,235.318,184.471,174.97,79.20496426989679,16.968155662192896,11.842625232753079
0.002,0.0149,0.6663,0.5,0.45,237.03,187.54,182.3,80.27357157632787,17.005688859958067,9.434923783773751
0.002,0.0149,0.6663,0.999,0.05,235.843,172.193,145.76,75.7304478557617,19.99384503089313,22.779159172532392
0.002,0.0149,0.6663,0.999,0.1833,238.677,179.904,161.83,78.16830010135844,18.916942734878706,17.52012854534368
0.002,0.0149,0.6663,0.999,0.3167,240.823,185.768,172.63,80.00476939781917,18.01635399889845,14.310522717046513
